Response ID,Response Time,Q1: Respect,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Helpfulness,Q3 Select Index,Q3 Comment,Q4: Instructor Overall,Q4 Select Index,Q4 Comment,Q5: Organization,Q5 Select Index,Q5 Comment,Q6: Clear Expectations,Q6 Select Index,Q6 Comment,Q7: Content Usefulness,Q7 Select Index,Q7 Comment,Q8: Assignment Value,Q8 Select Index,Q8 Comment,Q9: Feedback,Q9 Select Index,Q9 Comment,Q10: Use of Technology,Q10 Select Index,Q10 Comment,Q11: Learning Climate,Q11 Select Index,Q11 Comment,Q12: Course Overall,Q12 Select Index,Q12 Comment,Q13: Expected Grade,Q13 Select Index,Q13 Comment,Q14: Required or Elective,Q14 Select Index,Q14 Comment,Q15: Workload,Q15 Select Index,Q15 Comment,Q16: Course Strengths,Q16 Select Index,Q16 Comment,Q17: Course Weaknesses,Q17 Select Index,Q17 Comment,Q18: Improvements to be Made,Q18 Select Index,Q18 Comment,Course,Term,Q1: Organization,Q3: Questions,Q4: Visual Presentation,Q5: Oral Presentation,Q6: Availability,Q7: Ability to hold Interest,Q8: Effectiveness,Q9: Attendance,Q10: Assigned Work,Q11: Printed Notes,Q12: Textbook,Q13: New Material,Q14: Assigned Work Amount,Q15: Hours Per Week,Q16: What instructor has done well,Q17: Improvements to technique or style,Q18: Course's strong points,Q19: Course's weak points,Q19 Select Index,Q19 Comment,Q20: Class atmosphere,Q20 Select Index,Q20 Comment,Q21: Other Comments,Q21 Select Index,Q21 Comment,Q1: Q1,Q2: Q2,Q3: Q3,Q4: Q4,Q5: Q5,Q6: Q6,Q7: Q7,Q8: Q8,Q9: Q9,Q10: Q10,Q11: Q11,Q12: Q12,Q13: Q13,Q14: Q14,Q15: Q15,Q16: Q16,Q17: Q17,Q18: Q18,Q19: Things Done Well,Q20: Improvements to be Made
555695,2019-03-27T16:42:02.811114-04:00,,3.0,,Too low,4.0,,,2.0,,,3.0,,,4.0,,,5.0,,,2.0,,,4.0,,,1.0,,,2.0,,,3.0,,,0.0,,,2.0,,,2.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Unsatisfactory,Satisfactory,Unsatisfactory,Very poor,Did not seek help,Not interesting,Very poor,75-90%,Not helpful,No printed notes,Very helpful,Right amount,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555683,2019-03-27T16:41:29.378864-04:00,,1.0,,Somewhat too high,1.0,,,2.0,,,0.0,,,2.0,,,5.0,,,1.0,,,1.0,,,0.0,,,3.0,,,1.0,,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Satisfactory,Excellent,Satisfactory,Did not seek help,Interesting,Good,90-100%,No work assigned,Helpful,Helpful,Somewhat too much,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555741,2019-03-27T16:44:10.914486-04:00,,1.0,,Somewhat too high,1.0,,,0.0,,,0.0,,,1.0,,,5.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0,,,3.0,,,1.0,,,1.0,,,1.0,,,,Explained concepts very clearly and in a logical manner.,,,Give more time to grasp concepts before going into examples. ,,,First half of the course was very well organized. ,MATH 136,Winter 2019,Good,Excellent,Excellent,Good,Did not seek help,Interesting,Good,75-90%,Helpful,Very helpful,No text required,Somewhat too much,Somewhat too much,3-6 hours,,,,,,Not having answers for any material was really counter productive. Didn’t know if answers were correct or not and wasted a lot of time. ,,,Neutral,,,,,,,,,,,,,,,,,,,,,,,
549718,2019-03-27T08:34:39.641464-04:00,,5.0,,No opinion,5.0,,,5.0,,,5.0,,,5.0,,,5.0,,,1.0,,,3.0,,,4.0,,,1.0,,,1.0,,,3.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,No opinion,No opinion,No opinion,No opinion,Did not seek help,Interesting,Unsatisfactory,<25%,Helpful,Helpful,No text required,Somewhat too much,Somewhat too much,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555718,2019-03-27T16:42:54.002675-04:00,,0.0,,Somewhat too high,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,1.0,,,0.0,,,0.0,,,3.0,,,1.0,,,2.0,,,2.0,,,2.0,,,,I like his way of explaining concepts in depth,,,,,,,MATH 136,Winter 2019,Excellent,Excellent,Excellent,Excellent,Usually available,Very interesting,Good,90-100%,Very helpful,No printed notes,Helpful,Right amount,Right amount,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574979,2019-04-02T12:47:52.835915-04:00,,1.0,,Just Right,2.0,,,1.0,,,1.0,,,1.0,,,5.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0,,,2.0,,,2.0,,,2.0,,,,,,,"- teaching concepts with blackboard is more helpful than using powerpoint slides because in slides we feel that we can look at it on Learn later on but then the flow of information in our notes is jumbled up
- also in slides we tend to just read and not comprehend, writing notes from blackboard is more effective for taking notes in lectures",,,,MATH 136,Winter 2019,Good,Good,Good,Good,Did not seek help,Interesting,Good,75-90%,Helpful,Helpful,Very helpful,Right amount,Right amount,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568550,2019-04-01T08:33:55.041344-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATH 136,Winter 2019,,,,,,,,<25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569159,2019-04-01T10:53:30.671398-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,2.0,,,0.0,,,2.0,,,2.0,,,,,,,,,,,MATH 136,Winter 2019,,,,,,,,,Not helpful,No printed notes,Not helpful,Too much,Right amount,7-10 hours,,,,,,too much content has to be crammed into lectures because of the amount of content in this course,,,,,,the desks in this lecture hall do not have any space,,,,,,,,,,,,,,,,,,,,
561890,2019-03-28T19:17:05.769711-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATH 136,Winter 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578061,2019-04-03T10:47:10.627346-04:00,,1.0,,Just Right,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0,,,0.0,,,3.0,,,3.0,,,5.0,,,5.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Good,Good,Good,Usually available,Interesting,Good,90-100%,Very helpful,No printed notes,No text required,No opinion,No opinion,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555675,2019-03-27T16:40:48.386837-04:00,,2.0,,Just Right,2.0,,,1.0,,,2.0,,,2.0,,,5.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,2.0,,,3.0,,,,,,,,,,,MATH 136,Winter 2019,Satisfactory,Good,Satisfactory,Satisfactory,Did not seek help,Not interesting,Satisfactory,75-90%,Helpful,Helpful,Very helpful,Somewhat too much,Right amount,11-15 houts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555768,2019-03-27T16:47:00.402103-04:00,,1.0,,Somewhat too high,1.0,,,1.0,,,3.0,,,2.0,,,,,,1.0,,,2.0,,,0.0,,,1.0,"While the questions were good, I did not like how there were no solutions to the extra problems. Many times I felt like I had an answer that seemed coherent but I was wrong. Since there were no answers, I did not know why they were wrong or how to fix them. Sometimes I don't even know if i'm right or wrong.",,1.0,,,1.0,,,2.0,,,5.0,,,0.0,,,,Taught all the material necessary for the quizzes and midterms. Answered many of my questions with very good answers,,,"Maybe its the time of the class being very late, but I felt you talked a bit too fast and so I missed a lot of points.",,,Taught a lot of new content never taught before. ,MATH 136,Winter 2019,Good,Good,Unsatisfactory,Satisfactory,,Interesting,Satisfactory,90-100%,Helpful,Helpful,Helpful,Right amount,No opinion,0-2 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555698,2019-03-27T16:42:06.940978-04:00,,1.0,,Just Right,2.0,,,2.0,,,1.0,,,2.0,,,5.0,,,2.0,,,2.0,,,0.0,,,3.0,,,0.0,,,0.0,,,2.0,,,2.0,,,0.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Satisfactory,Good,Satisfactory,Did not seek help,Not interesting,Satisfactory,90-100%,No work assigned,Very helpful,Very helpful,Right amount,Right amount,0-2 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556271,2019-03-27T20:28:29.094986-04:00,,2.0,,Just Right,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,0.0,,,3.0,,,0.0,,,2.0,,,1.0,,,2.0,,,,,,,,,,,MATH 136,Winter 2019,Satisfactory,Good,Good,Good,Usually available,Very interesting,Good,75-90%,Very helpful,No printed notes,Very helpful,Right amount,Somewhat too much,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585328,2019-04-04T16:08:09.810069-04:00,,1.0,,Somewhat too high,1.0,,,1.0,,,1.0,,,1.0,,,3.0,,,1.0,,,1.0,,,2.0,,,1.0,,,1.0,,,0.0,,,2.0,,,2.0,,,2.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Good,Good,Good,Rarely available,Interesting,Good,50-75%,Helpful,Helpful,Very helpful,Right amount,Right amount,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558711,2019-03-28T12:02:59.700910-04:00,,2.0,,Just Right,2.0,,,2.0,,,2.0,,,2.0,,,5.0,,,3.0,,,3.0,,,0.0,,,0.0,,,0.0,,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Did not seek help,No opinion,Unsatisfactory,90-100%,Very helpful,Very helpful,Helpful,Somewhat too much,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565126,2019-03-30T08:21:47.816037-04:00,,1.0,,Somewhat too high,1.0,,,0.0,,,1.0,,,1.0,,,0.0,,,2.0,,,1.0,,,2.0,,,1.0,,,,,,0.0,,,0.0,,,0.0,,,3.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Excellent,Good,Good,Available,Not interesting,Good,50-75%,Helpful,,Very helpful,Too much,Too much,11-15 houts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545182,2019-03-26T09:27:59.013679-04:00,,2.0,,Somewhat too high,1.0,,,1.0,,,2.0,,,3.0,,,2.0,,,1.0,,,2.0,,,0.0,,,2.0,,,3.0,,,1.0,,,2.0,,,2.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Satisfactory,Good,Satisfactory,Unsatisfactory,Sometimes available,Interesting,Satisfactory,90-100%,Not helpful,No printed notes,Helpful,Right amount,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555685,2019-03-27T16:41:31.557193-04:00,,1.0,,Somewhat too high,1.0,,,2.0,,,2.0,,,2.0,,,0.0,,,2.0,,,1.0,,,0.0,,,1.0,,,3.0,,,3.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Satisfactory,Satisfactory,Satisfactory,Available,Not interesting,Good,90-100%,Helpful,No printed notes,No text required,Somewhat too much,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555732,2019-03-27T16:43:26.442384-04:00,,1.0,,Somewhat too high,1.0,,,0.0,,,2.0,,,1.0,,,5.0,,,1.0,,,1.0,,,0.0,,,1.0,,,3.0,,,1.0,,,1.0,,,2.0,,,1.0,,,,Good recap and connection for leanred materials,,,"Sometimes the idea is not that easy to understand without suitable examples.
The pace is a litttle fast.",,,Nice connection for the materials,MATH 136,Winter 2019,Good,Excellent,Satisfactory,Good,Did not seek help,Interesting,Good,90-100%,Helpful,No printed notes,Helpful,Somewhat too much,Right amount,3-6 hours,,,,,,Fast pace with rich content,,,,,,Prefer a smaller class with actual tables. Increase communication between students amd instructors.,,,,,,,,,,,,,,,,,,,,
555760,2019-03-27T16:46:30.151154-04:00,,0.0,,Somewhat too high,1.0,,,1.0,,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,0.0,,,1.0,,,3.0,,,0.0,,,1.0,,,2.0,,,2.0,,,,I think my instructor is really good at explaining course material and respond to students' questions in class.,,,May be provide some material for revision.,,,The course itself is well-organized and challenging.,MATH 136,Winter 2019,Excellent,Good,Good,Good,Available,Interesting,Good,90-100%,Helpful,No printed notes,Very helpful,Somewhat too much,Right amount,7-10 hours,,,,,,Solutions are not provided for assignment.,,,not affected,,,no,,,,,,,,,,,,,,,,,,,,
562465,2019-03-28T23:22:32.041583-04:00,,1.0,,Somewhat too high,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,1.0,,,1.0,,,0.0,,,2.0,,,0.0,,,3.0,,,2.0,"I honestly think it might have done some things in the wrong order, which may have slowed down the pacing of the course. For example, I feel that knowing vector spaces towards the beginning of the course, while it may seem daunting, would have made understanding things such as subspaces much easier.",,2.0,"I really don't like quizzes. I know that the course staff seem to feel that quiz performance may better reflect exam performance, but I find that not only do I do better in courses with assignments, but I find that I come out of those courses understanding far more material. For example, in first semester, before the final exam, my Algebra mark was far higher than my Calculus mark, and I think I can attribute most of that to the assignments. I find that assignments help me to actually think through and understand course content, whereas quizzes just end up with me scrambling for answers when I take them, and I end up doing far less practice than with assignments. I hope that in the future, this course goes back to an assignment based model, since it will allow future students to actually understand proofs rather than being forced to come up with a serviceable answer in under an hour.",,2.0,,,,"Mukto was very informative, friendly, and quite often an entertaining lecturer.",,,"No complaints. I prefer when lecturers spend more time looking at real life applications, and further course material. I feel that I am hear to learn, not to just get marks, so I always appreciate it when I leave a lecture feeling like I know how what I learned can be used, and what more there is to learn.",,,I think the concept of linear algebra is extremely interesting and useful.,MATH 136,Winter 2019,Good,Excellent,Excellent,Excellent,Usually available,Interesting,Good,90-100%,Not helpful,Very helpful,No text required,Right amount,Right amount,7-10 hours,,,,,,"Mostly the quizzes. As I said in a previous comment, I find that assignments are far more effective for my learning, and the quizzes aren't nearly as effective. I also feel that this course could be taught more efficiently, and in a more intuitive way, if some of the sections were moved around.",,,Neither.,,,"Big class, not many students. I think it was just an awkward class time so many students chose to go to other lecture sections.",,,,,,,,,,,,,,,,,,,,
579523,2019-04-03T13:07:04.389192-04:00,,2.0,,Just Right,2.0,,,1.0,,,2.0,,,2.0,,,2.0,,,2.0,,,1.0,,,2.0,,,3.0,,,3.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,give time for us to think about a question ourselves,,, slides might be more clear,,,learn interconnected knowledge,MATH 136,Winter 2019,Satisfactory,Good,Satisfactory,Satisfactory,Sometimes available,Not interesting,Good,50-75%,No work assigned,No printed notes,Helpful,Somewhat too much,Somewhat too much,3-6 hours,,,,,,"concepts are so abstract and confused
we don't have enough time to have a better understanding",,,positively,,,overall it's good,,,,,,,,,,,,,,,,,,,,
586236,2019-04-05T02:22:22.039981-04:00,,4.0,,Too low,4.0,,,4.0,,,4.0,,,4.0,,,4.0,,,2.0,,,4.0,,,0.0,,,2.0,,,2.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,Nothing I can think of.,,,"It would be better if he didn't use slides for explanations, and was much slower",,,,MATH 136,Winter 2019,Very poor,Very poor,Very poor,Very poor,Unavailable,Not interesting,Very poor,90-100%,Not helpful,Not helpful,Not helpful,Too much,Too much,0-2 hours,,,,,,"No solutions to the practice assignments, midterm or final samples!",,,it was positive,,,,,,,,,,,,,,,,,,,,,,,
555687,2019-03-27T16:41:34.218280-04:00,,0.0,,Just Right,2.0,,,0.0,,,1.0,,,0.0,,,5.0,,,1.0,,,0.0,,,0.0,,,1.0,,,3.0,,,0.0,,,2.0,,,2.0,,,0.0,,,,Explains concepts thouroughly and does not teach too fast 👍🏻,,,,,,Matrices,MATH 136,Winter 2019,Excellent,Excellent,Good,Excellent,Did not seek help,Interesting,Excellent,90-100%,Helpful,No printed notes,Very helpful,Right amount,Right amount,0-2 hours,,,,,,,,,Atmosphere was good,,,,,,,,,,,,,,,,,,,,,,,
555696,2019-03-27T16:42:03.590950-04:00,,1.0,,Just Right,2.0,,,1.0,,,2.0,,,1.0,,,5.0,,,2.0,,,1.0,,,0.0,,,1.0,,,3.0,,,0.0,,,0.0,,,1.0,,,2.0,,,,answering students' questions ,,,,,,,MATH 136,Winter 2019,Good,Good,Satisfactory,Good,Did not seek help,Not interesting,Good,90-100%,Helpful,No printed notes,Very helpful,Too much,Somewhat too much,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578494,2019-04-03T11:32:31.066765-04:00,,1.0,,Somewhat too high,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Good,Good,Good,Usually available,Interesting,Good,75-90%,Helpful,Helpful,Helpful,Somewhat too much,Somewhat too much,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555706,2019-03-27T16:42:20.253664-04:00,,0.0,,Just Right,2.0,,,0.0,,,0.0,,,0.0,,,5.0,,,1.0,,,0.0,,,0.0,,,1.0,,,3.0,,,0.0,,,1.0,,,2.0,,,2.0,,,,His explanations of the course material was very well done in a concise and simple manner.,,,At times the prof goes too fast.,,,The textbook was really well written and was a really good aid when studying for quizzes and exams.,MATH 136,Winter 2019,Excellent,Excellent,Excellent,Excellent,Did not seek help,Interesting,Excellent,90-100%,Helpful,No printed notes,Very helpful,Somewhat too much,Right amount,7-10 hours,,,,,,It introduces a lot of new information really fast.,,,Atmosphere was fine.,,,Noise level was fine.,,,,,,,,,,,,,,,,,,,,
555679,2019-03-27T16:41:15.411559-04:00,,1.0,,Somewhat too high,1.0,,,0.0,,,1.0,,,1.0,,,1.0,,,2.0,,,1.0,,,0.0,,,0.0,,,3.0,,,0.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Excellent,Good,Good,Usually available,Not interesting,Good,90-100%,Very helpful,No printed notes,Very helpful,Somewhat too much,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555715,2019-03-27T16:42:35.538240-04:00,,0.0,,Just Right,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Excellent,Excellent,Excellent,Excellent,Available,Very interesting,Excellent,90-100%,Helpful,Very helpful,Very helpful,Right amount,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549768,2019-03-27T08:36:15.379752-04:00,,1.0,,Somewhat too low,3.0,,,1.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,0.0,,,0.0,,,3.0,,,1.0,,,2.0,,,2.0,,,2.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Good,Satisfactory,Satisfactory,Usually available,Interesting,Good,90-100%,Very helpful,No printed notes,Helpful,Right amount,Right amount,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555234,2019-03-27T15:38:54.250419-04:00,,2.0,,Somewhat too low,3.0,,,1.0,,,2.0,"Really hard to understand complex topics by just reading it off the slideshow, especially when not given time to write it down, the blackboard lectures were much more effective.",,1.0,,,1.0,,,2.0,,,2.0,,,0.0,,,1.0,,,0.0,,,0.0,,,1.0,,,2.0,,,1.0,,,,Good explanations when using the blackboard over the slide show.,,,"When using the slideshow, there was not much time to write down notes, it’s very difficult to understand new topics by just reading it off the slides and not writing anything down, please just use the blackboard and write down notes students can also write down otherwise there is a lot of self teaching we have to do.",,,,MATH 136,Winter 2019,Satisfactory,Good,Satisfactory,Good,Usually available,Not interesting,Satisfactory,90-100%,Helpful,Very helpful,Very helpful,Somewhat too much,Right amount,3-6 hours,,,,,,"Lots of content, hard to teach material in shiet lectures.",,,,,,,,,,,,,,,,,,,,,,,,,,
555765,2019-03-27T16:46:54.113383-04:00,,1.0,Really disliked the slides though,Somewhat too high,1.0,Often assumed things were obvious or we knew things off by heart right after they were given to us (meaning in that lecture or next). It is not a given that we memorize everything right after it is taught.,,3.0,Shut students down. Also made them feel like their was a rush (pressure) and also when student got answer wrong usually not an encouraging reaction from him.,,1.0,,,1.0,,,0.0,,,2.0,,,2.0,,,0.0,,,1.0,,,3.0,,,0.0,,,1.0,,,2.0,,,2.0,,,,Gave good examples that were not in the textbook,,,"Less projector use (hard to stay focused, also if we are expected to write it’s too fast)",,,Calculation questions are interesting,MATH 136,Winter 2019,Good,Unsatisfactory,Good,Good,Available,Not interesting,Satisfactory,90-100%,Helpful,No printed notes,Very helpful,Somewhat too much,Right amount,7-10 hours,,,,,,"Proofs being a large part of it, takes the fun out of linear algebra",,,,,,,,,,,,,,,,,,,,,,,,,,
561860,2019-03-28T19:02:59.344613-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,3.0,,,0.0,,,2.0,,,2.0,,,2.0,,,,,,,,,,,MATH 136,Winter 2019,,,,,,,,75-90%,No work assigned,No printed notes,Very helpful,Right amount,Right amount,7-10 hours,,,,,,The questions on the quizzes were often much harder than the ones in the textbook.,,,,,,,,,,,,,,,,,,,,,,,,,,
587861,2019-04-05T14:30:31.788744-04:00,,2.0,,Somewhat too high,1.0,,,2.0,,,2.0,,,2.0,,,3.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Rarely available,Not interesting,Satisfactory,75-90%,Helpful,Helpful,Helpful,Somewhat too much,Somewhat too much,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555699,2019-03-27T16:42:10.499375-04:00,,1.0,,Just Right,2.0,,,1.0,,,1.0,,,1.0,,,5.0,,,1.0,,,1.0,,,0.0,,,1.0,,,1.0,,,3.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Good,Good,Good,Did not seek help,Interesting,Good,90-100%,Helpful,Helpful,No text required,Somewhat too much,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555671,2019-03-27T16:40:26.196298-04:00,,0.0,,Just Right,2.0,,,0.0,,,0.0,,,0.0,,,5.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,2.0,,,3.0,,,,,,,,,,,MATH 136,Winter 2019,Excellent,Excellent,Excellent,Excellent,Did not seek help,Interesting,Excellent,90-100%,Very helpful,Very helpful,Very helpful,Right amount,Right amount,11-15 houts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552438,2019-03-27T11:48:12.200952-04:00,,1.0,,Just Right,2.0,,,2.0,,,1.0,,,1.0,,,2.0,,,0.0,,,2.0,,,4.0,,,1.0,,,1.0,,,3.0,,,2.0,,,2.0,,,1.0,,,,enjoyed slides ,,,,,,cool topics ,MATH 136,Winter 2019,Good,Satisfactory,Good,Good,Sometimes available,Very interesting,Satisfactory,<25%,Helpful,Helpful,No text required,Right amount,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555282,2019-03-27T15:41:37.440663-04:00,,1.0,,Just Right,2.0,,,0.0,,,1.0,,,2.0,,,5.0,,,1.0,,,1.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,2.0,,,2.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Excellent,Good,Satisfactory,Did not seek help,Interesting,Good,90-100%,Very helpful,Helpful,Very helpful,Too much,Right amount,7-10 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555729,2019-03-27T16:43:23.317062-04:00,,2.0,,Somewhat too low,3.0,,,2.0,,,3.0,,,2.0,,,5.0,,,2.0,,,3.0,,,2.0,,,2.0,Should post the solutions to extra practice problems. I never know when I solve the problem right or wrong,,1.0,,,3.0,,,0.0,,,1.0,,,1.0,,,,,,,,,,Dot product and cross product,MATH 136,Winter 2019,Satisfactory,Satisfactory,Unsatisfactory,Satisfactory,Did not seek help,Not interesting,Unsatisfactory,50-75%,Not helpful,Helpful,No text required,Too much,Somewhat too much,3-6 hours,,,,,,Proofs are so abstract. I’ll never use it for real life work. Average quiz marks are very low. ,,,Some people talk to much or smell really bad,,,,,,,,,,,,,,,,,,,,,,,
573740,2019-04-02T09:29:38.011415-04:00,,2.0,,Just Right,2.0,,,2.0,,,2.0,,,2.0,,,0.0,,,3.0,,,2.0,,,0.0,,,1.0,,,1.0,,,1.0,,,2.0,,,3.0,,,4.0,,,,,,,,,,,MATH 136,Winter 2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Available,No opinion,Satisfactory,90-100%,Helpful,Helpful,Helpful,Right amount,Somewhat too little,> 15 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555774,2019-03-27T16:47:19.608340-04:00,,1.0,,Just Right,2.0,,,0.0,,,1.0,,,0.0,,,5.0,,,1.0,,,1.0,,,0.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,,,3.0,,,,"Always tries to make sure the students understand the content.
Is always willing to do extra examples to help solidify concepts.",,,"Wish could use slideshow more even for examples, sometimes blackboard was unclear or hard to see. When he does use slideshow its really clear so more would be better",,,"Interesting concepts, everything is linked together and similar proof strategies for different problems reappear ",MATH 136,Winter 2019,Good,Excellent,Good,Excellent,Did not seek help,Interesting,Good,90-100%,Not helpful,Helpful,Helpful,Somewhat too much,Somewhat too much,11-15 houts,,,,,,"A lot of content, just like how everything is linked, if you dont understand something fully its really difficult later when it reappears",,,Class atmosphere was positive. There was always respect shown,,,This classroom is really bad (mc2066),,,,,,,,,,,,,,,,,,,,
554207,2019-03-27T14:12:32.217690-04:00,,1.0,,Just Right,2.0,,,1.0,,,1.0,,,1.0,,,5.0,,,1.0,,,1.0,,,0.0,,,0.0,,,1.0,,,3.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,MATH 136,Winter 2019,Good,Good,Good,Good,Did not seek help,Interesting,Good,90-100%,Very helpful,Helpful,No text required,Somewhat too much,Right amount,3-6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716033,2020-03-29T11:02:41.505905-04:00,,0.0,,Just Right,2.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,,0.0,,,2.0,,,2.0,,,3.0,,,,"Always made sure that everyones questions were answered before moving on.

Had online office hours before Waterloo shut down (which I found to be helpful)",,,I liked it better when you used the blackboard vs. slides,,,Pretty interesting material,MATH 136,Winter 2020,Excellent,Excellent,Excellent,Excellent,Usually available,Very interesting,Excellent,90-100%,Very helpful,No printed notes,Very helpful,Right amount,Right amount,11-15 houts,,,,,,I feel like the grading scheme is a little poor now after everything happened and Waterloo shut down,,,Mukto was very welcoming of everyone; never put anyone on the spot or made them uncomfortable. Good job overall.,,,Lecture hall was very big for the number of people in it; there were maybe 20-30 people in the lecture hall that looks like it is for at least a couple hundred people.,,,,,,,,,,,,,,,,,,,,
