Question Title,Question Ref. ID,Question Text,Calculated Average,Calculated Std.,Option 0 Label,Option 0 selections,Option 1 Label,Option 1 selections,Option 2 Label,Option 2 selections,Option 3 Label,Option 3 selections,Option 4 Label,Option 4 selections,Option 5 Label,Option 5 selections,Option 6 Label,Option 6 selections,Option 7 Label,Option 7 selections,Option 8 Label,Option 8 selections,Option 9 Label,Option 9 selections,Course,Term
Assigned Work,188,"Was the assigned work (assignments, projects, etc.) helpful in learning the course content?",4.176470588235294,1.0145993123917847,Very helpful,10.0,Helpful,7.0,Not helpful,0.0,No work assigned,0.0,,,,,,,,,,,,,MATH 225,Spring 2018
Printed Notes,189,Were the printed notes (if any) helpful in learning the course content?,4.333333333333333,1.0,Very helpful,6.0,Helpful,3.0,Not helpful,0.0,No printed notes,7.0,,,,,,,,,,,,,MATH 225,Spring 2018
Textbook,190,Was the required textbook (if any) helpful in learning the course content?,3.9285714285714284,1.1411388181101378,Very helpful,7.0,Helpful,6.0,Not helpful,1.0,No text required,2.0,,,,,,,,,,,,,MATH 225,Spring 2018
New Material,191,Did the course introduce an appropriate amount of new material?,4.3125,1.01447851956888,Too much,2.0,Somewhat too much,5.0,Right amount,9.0,Somewhat too little,0.0,Too little,0.0,No opinion,1.0,,,,,,,,,MATH 225,Spring 2018
Assigned Work Amount,192,Was the amount of assigned work required for the course appropriate?,4.176470588235294,1.286239388568816,Too much,4.0,Somewhat too much,2.0,Right amount,11.0,Somewhat too little,0.0,Too little,0.0,No opinion,0.0,,,,,,,,,MATH 225,Spring 2018
Hours Per Week,193,"On average, how many hours per week did you spend on this course outside of lectures?",4.3125,1.6317168872080716,0-2 hours,2.0,3-6 hours,13.0,7-10 hours,1.0,11-15 houts,0.0,> 15 hours,0.0,,,,,,,,,,,MATH 225,Spring 2018
Metrics,,,,,,,,,,,,,,,,,,,,,,,,,MATH 225,Spring 2018
Metric Title,Metric Description,Metric Value,Metric Calculation,,,,,,,,,,,,,,,,,,,,,,MATH 225,Spring 2018
Tompa Score,Computed Tompa Score (also acts as evaluate prof score),4.313314075630252,(@avg(177)*0.8+@avg(188)*0.2)*0.25 + ((@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0)*0.25 + (@avg(184)*0.2+@avg(185)*0.8)*0.5,,,,,,,,,,,,,,,,,,,,,,MATH 225,Spring 2018
Effectiveness,Computed effectiveness score,4.2198529411764705,@avg(184)*0.2+@avg(185)*0.8,,,,,,,,,,,,,,,,,,,,,,MATH 225,Spring 2018
Delivery,Computed delivery score,4.354726890756302,(@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0,,,,,,,,,,,,,,,,,,,,,,MATH 225,Spring 2018
Prep,Computed prep score,4.458823529411765,@avg(177)*0.8+@avg(188)*0.2,,,,,,,,,,,,,,,,,,,,,,MATH 225,Spring 2018
Attendance Percentage,Average response for attendance,84.11764705882354,@avg(187),,,,,,,,,,,,,,,,,,,,,,MATH 225,Spring 2018
Hours/Week,Average time spent per week on work,4.3125,@avg(193),,,,,,,,,,,,,,,,,,,,,,MATH 225,Spring 2018
Organization,177,Evaluate the organization and coherence of the lectures:,4.133333333333334,1.0080138659874616,Excellent,13.0,Good,11.0,Satisfactory,4.0,Unsatisfactory,1.0,Very poor,1.0,No opinion,0.0,,,,,,,,,MATH 235,Spring 2016
Explanations,178,At what levels were the instructor's explanations aimed?:,4.645161290322581,0.7978465640616285,Too high,2.0,Somewhat too high,5.0,Just Right,24.0,Somewhat too low,0.0,Too low,0.0,No opinion,0.0,,,,,,,,,MATH 235,Spring 2016
Questions,179,Evaluate the instructor's treatment of students' questions:,4.033333333333333,0.9278574999588488,Excellent,10.0,Good,13.0,Satisfactory,6.0,Unsatisfactory,0.0,Very poor,1.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2016
Visual Presentation,180,"Evaluate the effectiveness of the instructor's visual presentation (blackboard, overheads, etc.):",4.096774193548387,1.0117588220413474,Excellent,13.0,Good,11.0,Satisfactory,5.0,Unsatisfactory,1.0,Very poor,1.0,No opinion,0.0,,,,,,,,,MATH 235,Spring 2016
Oral Presentation,181,Evaluate the effectiveness of the instructor's oral presentation:,3.903225806451613,0.9435690651166778,Excellent,9.0,Good,12.0,Satisfactory,9.0,Unsatisfactory,0.0,Very poor,1.0,No opinion,0.0,,,,,,,,,MATH 235,Spring 2016
Availability,182,Was the instructor available for help outside of class?:,3.923076923076923,0.9766504768063924,Available,8.0,Usually available,10.0,Sometimes available,7.0,Rarely available,0.0,Unavailable,1.0,Did not seek help,5.0,,,,,,,,,MATH 235,Spring 2016
Ability to hold Interest,184,Did you find the course interesting?,3.1379310344827585,1.1564767285359965,Very interesting,7.0,Interesting,12.0,Not interesting,10.0,No opinion,2.0,,,,,,,,,,,,,MATH 235,Spring 2016
Effectiveness,185,Evaluate the overall effectiveness of the instructor as a teacher:,4.096774193548387,0.8700512900466432,Excellent,10.0,Good,16.0,Satisfactory,4.0,Unsatisfactory,0.0,Very poor,1.0,No opinion,0.0,,,,,,,,,MATH 235,Spring 2016
Attendance,187,What proportion of lectures did you attend in this course?,77.09677419354838,20.687121337859253,90-100%,16.0,75-90%,11.0,50-75%,2.0,25-50%,1.0,<25%,1.0,,,,,,,,,,,MATH 235,Spring 2016
Assigned Work,188,"Was the assigned work (assignments, projects, etc.) helpful in learning the course content?",3.7241379310344827,1.1306304096178867,Very helpful,12.0,Helpful,14.0,Not helpful,3.0,No work assigned,0.0,,,,,,,,,,,,,MATH 235,Spring 2016
Printed Notes,189,Were the printed notes (if any) helpful in learning the course content?,3.761904761904762,0.9952267030562384,Very helpful,8.0,Helpful,13.0,Not helpful,0.0,No printed notes,8.0,,,,,,,,,,,,,MATH 235,Spring 2016
Textbook,190,Was the required textbook (if any) helpful in learning the course content?,4.038461538461538,1.0763185116226228,Very helpful,14.0,Helpful,11.0,Not helpful,1.0,No text required,3.0,,,,,,,,,,,,,MATH 235,Spring 2016
New Material,191,Did the course introduce an appropriate amount of new material?,4.3,1.0553639672872468,Too much,4.0,Somewhat too much,7.0,Right amount,18.0,Somewhat too little,1.0,Too little,0.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2016
Assigned Work Amount,192,Was the amount of assigned work required for the course appropriate?,4.466666666666667,1.0080138659874611,Too much,3.0,Somewhat too much,3.0,Right amount,22.0,Somewhat too little,2.0,Too little,0.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2016
Hours Per Week,193,"On average, how many hours per week did you spend on this course outside of lectures?",6.225806451612903,3.351215475210497,0-2 hours,2.0,3-6 hours,18.0,7-10 hours,8.0,11-15 houts,2.0,> 15 hours,1.0,,,,,,,,,,,MATH 235,Spring 2016
Metrics,,,,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2016
Metric Title,Metric Description,Metric Value,Metric Calculation,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2016
Tompa Score,Computed Tompa Score (also acts as evaluate prof score),3.995454921422664,(@avg(177)*0.8+@avg(188)*0.2)*0.25 + ((@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0)*0.25 + (@avg(184)*0.2+@avg(185)*0.8)*0.5,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2016
Effectiveness,Computed effectiveness score,3.9050055617352615,@avg(184)*0.2+@avg(185)*0.8,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2016
Delivery,Computed delivery score,4.1203143093465675,(@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2016
Prep,Computed prep score,4.051494252873564,@avg(177)*0.8+@avg(188)*0.2,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2016
Attendance Percentage,Average response for attendance,77.09677419354838,@avg(187),,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2016
Hours/Week,Average time spent per week on work,6.225806451612903,@avg(193),,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2016
Organization,177,Evaluate the organization and coherence of the lectures:,4.085714285714285,0.8868791472623199,Excellent,13.0,Good,14.0,Satisfactory,6.0,Unsatisfactory,2.0,Very poor,0.0,No opinion,1.0,,,,,,,,,MATH 235,Fall 2016
Explanations,178,At what levels were the instructor's explanations aimed?:,4.542857142857143,0.6572159257878978,Too high,0.0,Somewhat too high,10.0,Just Right,22.0,Somewhat too low,3.0,Too low,0.0,No opinion,1.0,,,,,,,,,MATH 235,Fall 2016
Questions,179,Evaluate the instructor's treatment of students' questions:,4.457142857142857,0.6108266887567037,Excellent,18.0,Good,15.0,Satisfactory,2.0,Unsatisfactory,0.0,Very poor,0.0,No opinion,1.0,,,,,,,,,MATH 235,Fall 2016
Visual Presentation,180,"Evaluate the effectiveness of the instructor's visual presentation (blackboard, overheads, etc.):",4.3428571428571425,0.7252933338781401,Excellent,17.0,Good,13.0,Satisfactory,5.0,Unsatisfactory,0.0,Very poor,0.0,No opinion,1.0,,,,,,,,,MATH 235,Fall 2016
Oral Presentation,181,Evaluate the effectiveness of the instructor's oral presentation:,4.457142857142857,0.6572159257878978,Excellent,19.0,Good,13.0,Satisfactory,3.0,Unsatisfactory,0.0,Very poor,0.0,No opinion,1.0,,,,,,,,,MATH 235,Fall 2016
Availability,182,Was the instructor available for help outside of class?:,4.0,1.023532631438318,Available,8.0,Usually available,8.0,Sometimes available,5.0,Rarely available,0.0,Unavailable,1.0,Did not seek help,14.0,,,,,,,,,MATH 235,Fall 2016
Ability to hold Interest,184,Did you find the course interesting?,3.1470588235294117,1.131701667004871,Very interesting,8.0,Interesting,15.0,Not interesting,11.0,No opinion,2.0,,,,,,,,,,,,,MATH 235,Fall 2016
Effectiveness,185,Evaluate the overall effectiveness of the instructor as a teacher:,4.264705882352941,0.7511132557708274,Excellent,15.0,Good,13.0,Satisfactory,6.0,Unsatisfactory,0.0,Very poor,0.0,No opinion,2.0,,,,,,,,,MATH 235,Fall 2016
Attendance,187,What proportion of lectures did you attend in this course?,75.41666666666667,25.195662892081817,90-100%,21.0,75-90%,9.0,50-75%,2.0,25-50%,2.0,<25%,2.0,,,,,,,,,,,MATH 235,Fall 2016
Assigned Work,188,"Was the assigned work (assignments, projects, etc.) helpful in learning the course content?",3.46875,1.0155048005794949,Very helpful,9.0,Helpful,20.0,Not helpful,3.0,No work assigned,4.0,,,,,,,,,,,,,MATH 235,Fall 2016
Printed Notes,189,Were the printed notes (if any) helpful in learning the course content?,3.6,0.9403246919632544,Very helpful,6.0,Helpful,14.0,Not helpful,0.0,No printed notes,11.0,,,,,,,,,,,,,MATH 235,Fall 2016
Textbook,190,Was the required textbook (if any) helpful in learning the course content?,4.352941176470588,0.949716159867634,Very helpful,23.0,Helpful,11.0,Not helpful,0.0,No text required,0.0,,,,,,,,,,,,,MATH 235,Fall 2016
New Material,191,Did the course introduce an appropriate amount of new material?,4.111111111111111,1.0630892390381583,Too much,6.0,Somewhat too much,14.0,Right amount,16.0,Somewhat too little,0.0,Too little,0.0,No opinion,0.0,,,,,,,,,MATH 235,Fall 2016
Assigned Work Amount,192,Was the amount of assigned work required for the course appropriate?,4.529411764705882,0.787604504567472,Too much,2.0,Somewhat too much,10.0,Right amount,22.0,Somewhat too little,0.0,Too little,0.0,No opinion,2.0,,,,,,,,,MATH 235,Fall 2016
Hours Per Week,193,"On average, how many hours per week did you spend on this course outside of lectures?",6.736111111111111,4.0097846595388384,0-2 hours,4.0,3-6 hours,17.0,7-10 hours,8.0,11-15 houts,6.0,> 15 hours,1.0,,,,,,,,,,,MATH 235,Fall 2016
Metrics,,,,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2016
Metric Title,Metric Description,Metric Value,Metric Calculation,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2016
Tompa Score,Computed Tompa Score (also acts as evaluate prof score),4.1011685924369745,(@avg(177)*0.8+@avg(188)*0.2)*0.25 + ((@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0)*0.25 + (@avg(184)*0.2+@avg(185)*0.8)*0.5,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2016
Effectiveness,Computed effectiveness score,4.041176470588235,@avg(184)*0.2+@avg(185)*0.8,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2016
Delivery,Computed delivery score,4.359999999999999,(@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2016
Prep,Computed prep score,3.9623214285714288,@avg(177)*0.8+@avg(188)*0.2,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2016
Attendance Percentage,Average response for attendance,75.41666666666667,@avg(187),,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2016
Hours/Week,Average time spent per week on work,6.736111111111111,@avg(193),,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2016
Organization,177,Evaluate the organization and coherence of the lectures:,4.354166666666667,0.7852248176060136,Excellent,24.0,Good,19.0,Satisfactory,3.0,Unsatisfactory,2.0,Very poor,0.0,No opinion,3.0,,,,,,,,,MATH 235,Winter 2018
Explanations,178,At what levels were the instructor's explanations aimed?:,4.5625,0.7692563416371271,Too high,2.0,Somewhat too high,11.0,Just Right,33.0,Somewhat too low,2.0,Too low,0.0,No opinion,3.0,,,,,,,,,MATH 235,Winter 2018
Questions,179,Evaluate the instructor's treatment of students' questions:,4.2727272727272725,0.8453329153910615,Excellent,21.0,Good,16.0,Satisfactory,5.0,Unsatisfactory,2.0,Very poor,0.0,No opinion,6.0,,,,,,,,,MATH 235,Winter 2018
Visual Presentation,180,"Evaluate the effectiveness of the instructor's visual presentation (blackboard, overheads, etc.):",4.204081632653061,1.040424429354328,Excellent,26.0,Good,11.0,Satisfactory,10.0,Unsatisfactory,0.0,Very poor,2.0,No opinion,2.0,,,,,,,,,MATH 235,Winter 2018
Oral Presentation,181,Evaluate the effectiveness of the instructor's oral presentation:,4.346938775510204,0.778647877417516,Excellent,25.0,Good,17.0,Satisfactory,6.0,Unsatisfactory,1.0,Very poor,0.0,No opinion,2.0,,,,,,,,,MATH 235,Winter 2018
Availability,182,Was the instructor available for help outside of class?:,4.486486486486487,0.7311186870368822,Available,22.0,Usually available,12.0,Sometimes available,2.0,Rarely available,1.0,Unavailable,0.0,Did not seek help,13.0,,,,,,,,,MATH 235,Winter 2018
Ability to hold Interest,184,Did you find the course interesting?,3.6444444444444444,1.0478453120474405,Very interesting,16.0,Interesting,26.0,Not interesting,3.0,No opinion,6.0,,,,,,,,,,,,,MATH 235,Winter 2018
Effectiveness,185,Evaluate the overall effectiveness of the instructor as a teacher:,4.25531914893617,0.943353986452478,Excellent,22.0,Good,19.0,Satisfactory,4.0,Unsatisfactory,0.0,Very poor,2.0,No opinion,3.0,,,,,,,,,MATH 235,Winter 2018
Attendance,187,What proportion of lectures did you attend in this course?,73.72549019607843,27.907761236883587,90-100%,29.0,75-90%,13.0,50-75%,3.0,25-50%,1.0,<25%,5.0,,,,,,,,,,,MATH 235,Winter 2018
Assigned Work,188,"Was the assigned work (assignments, projects, etc.) helpful in learning the course content?",4.1568627450980395,1.0270842033564305,Very helpful,30.0,Helpful,20.0,Not helpful,1.0,No work assigned,0.0,,,,,,,,,,,,,MATH 235,Winter 2018
Printed Notes,189,Were the printed notes (if any) helpful in learning the course content?,4.035714285714286,1.0708993401928106,Very helpful,15.0,Helpful,12.0,Not helpful,1.0,No printed notes,23.0,,,,,,,,,,,,,MATH 235,Winter 2018
Textbook,190,Was the required textbook (if any) helpful in learning the course content?,4.326086956521739,0.9900470881301432,Very helpful,31.0,Helpful,14.0,Not helpful,1.0,No text required,4.0,,,,,,,,,,,,,MATH 235,Winter 2018
New Material,191,Did the course introduce an appropriate amount of new material?,4.510204081632653,0.8446510369079415,Too much,3.0,Somewhat too much,11.0,Right amount,33.0,Somewhat too little,2.0,Too little,0.0,No opinion,1.0,,,,,,,,,MATH 235,Winter 2018
Assigned Work Amount,192,Was the amount of assigned work required for the course appropriate?,4.56,0.8369039151929606,Too much,3.0,Somewhat too much,9.0,Right amount,36.0,Somewhat too little,2.0,Too little,0.0,No opinion,1.0,,,,,,,,,MATH 235,Winter 2018
Hours Per Week,193,"On average, how many hours per week did you spend on this course outside of lectures?",6.696078431372549,3.0034620546505155,0-2 hours,0.0,3-6 hours,29.0,7-10 hours,18.0,11-15 houts,2.0,> 15 hours,2.0,,,,,,,,,,,MATH 235,Winter 2018
Metrics,,,,,,,,,,,,,,,,,,,,,,,,,MATH 235,Winter 2018
Metric Title,Metric Description,Metric Value,Metric Calculation,,,,,,,,,,,,,,,,,,,,,,MATH 235,Winter 2018
Tompa Score,Computed Tompa Score (also acts as evaluate prof score),4.238885282975999,(@avg(177)*0.8+@avg(188)*0.2)*0.25 + ((@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0)*0.25 + (@avg(184)*0.2+@avg(185)*0.8)*0.5,,,,,,,,,,,,,,,,,,,,,,MATH 235,Winter 2018
Effectiveness,Computed effectiveness score,4.133144208037825,@avg(184)*0.2+@avg(185)*0.8,,,,,,,,,,,,,,,,,,,,,,MATH 235,Winter 2018
Delivery,Computed delivery score,4.374546833475405,(@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0,,,,,,,,,,,,,,,,,,,,,,MATH 235,Winter 2018
Prep,Computed prep score,4.314705882352942,@avg(177)*0.8+@avg(188)*0.2,,,,,,,,,,,,,,,,,,,,,,MATH 235,Winter 2018
Attendance Percentage,Average response for attendance,73.72549019607843,@avg(187),,,,,,,,,,,,,,,,,,,,,,MATH 235,Winter 2018
Hours/Week,Average time spent per week on work,6.696078431372549,@avg(193),,,,,,,,,,,,,,,,,,,,,,MATH 235,Winter 2018
Organization,177,Evaluate the organization and coherence of the lectures:,4.375,0.9523923991986089,Excellent,24.0,Good,10.0,Satisfactory,4.0,Unsatisfactory,1.0,Very poor,1.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2018
Explanations,178,At what levels were the instructor's explanations aimed?:,4.475,0.9054677216067918,Too high,1.0,Somewhat too high,10.0,Just Right,26.0,Somewhat too low,2.0,Too low,1.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2018
Questions,179,Evaluate the instructor's treatment of students' questions:,4.375,0.9250779592927456,Excellent,24.0,Good,9.0,Satisfactory,6.0,Unsatisfactory,0.0,Very poor,1.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2018
Visual Presentation,180,"Evaluate the effectiveness of the instructor's visual presentation (blackboard, overheads, etc.):",4.4,0.9554164080758256,Excellent,26.0,Good,6.0,Satisfactory,7.0,Unsatisfactory,0.0,Very poor,1.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2018
Oral Presentation,181,Evaluate the effectiveness of the instructor's oral presentation:,4.425,0.9577618139744829,Excellent,26.0,Good,8.0,Satisfactory,4.0,Unsatisfactory,1.0,Very poor,1.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2018
Availability,182,Was the instructor available for help outside of class?:,4.45945945945946,0.9307880351435369,Available,24.0,Usually available,9.0,Sometimes available,2.0,Rarely available,1.0,Unavailable,1.0,Did not seek help,4.0,,,,,,,,,MATH 235,Spring 2018
Ability to hold Interest,184,Did you find the course interesting?,3.641025641025641,1.1352528002070148,Very interesting,15.0,Interesting,19.0,Not interesting,5.0,No opinion,2.0,,,,,,,,,,,,,MATH 235,Spring 2018
Effectiveness,185,Evaluate the overall effectiveness of the instructor as a teacher:,4.475,0.8766925023004039,Excellent,26.0,Good,9.0,Satisfactory,4.0,Unsatisfactory,0.0,Very poor,1.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2018
Attendance,187,What proportion of lectures did you attend in this course?,82.125,18.428221807172797,90-100%,29.0,75-90%,8.0,50-75%,1.0,25-50%,1.0,<25%,1.0,,,,,,,,,,,MATH 235,Spring 2018
Assigned Work,188,"Was the assigned work (assignments, projects, etc.) helpful in learning the course content?",3.775,1.0250078173560562,Very helpful,16.0,Helpful,23.0,Not helpful,1.0,No work assigned,0.0,,,,,,,,,,,,,MATH 235,Spring 2018
Printed Notes,189,Were the printed notes (if any) helpful in learning the course content?,4.08,1.0770329614269003,Very helpful,14.0,Helpful,10.0,Not helpful,1.0,No printed notes,15.0,,,,,,,,,,,,,MATH 235,Spring 2018
Textbook,190,Was the required textbook (if any) helpful in learning the course content?,4.131578947368421,1.0441873248007454,Very helpful,22.0,Helpful,15.0,Not helpful,1.0,No text required,2.0,,,,,,,,,,,,,MATH 235,Spring 2018
New Material,191,Did the course introduce an appropriate amount of new material?,4.564102564102564,0.7179969137476476,Too much,1.0,Somewhat too much,10.0,Right amount,26.0,Somewhat too little,2.0,Too little,0.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2018
Assigned Work Amount,192,Was the amount of assigned work required for the course appropriate?,4.717948717948718,0.6862835821988467,Too much,1.0,Somewhat too much,4.0,Right amount,32.0,Somewhat too little,2.0,Too little,0.0,No opinion,1.0,,,,,,,,,MATH 235,Spring 2018
Hours Per Week,193,"On average, how many hours per week did you spend on this course outside of lectures?",6.5625,2.9486796262838624,0-2 hours,1.0,3-6 hours,22.0,7-10 hours,13.0,11-15 houts,4.0,> 15 hours,0.0,,,,,,,,,,,MATH 235,Spring 2018
Metrics,,,,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2018
Metric Title,Metric Description,Metric Value,Metric Calculation,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2018
Tompa Score,Computed Tompa Score (also acts as evaluate prof score),4.324575537075537,(@avg(177)*0.8+@avg(188)*0.2)*0.25 + ((@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0)*0.25 + (@avg(184)*0.2+@avg(185)*0.8)*0.5,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2018
Effectiveness,Computed effectiveness score,4.308205128205128,@avg(184)*0.2+@avg(185)*0.8,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2018
Delivery,Computed delivery score,4.426891891891892,(@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2018
Prep,Computed prep score,4.255,@avg(177)*0.8+@avg(188)*0.2,,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2018
Attendance Percentage,Average response for attendance,82.125,@avg(187),,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2018
Hours/Week,Average time spent per week on work,6.5625,@avg(193),,,,,,,,,,,,,,,,,,,,,,MATH 235,Spring 2018
Organization,177,Evaluate the organization and coherence of the lectures:,4.480769230769231,0.6413950670030658,Excellent,28.0,Good,22.0,Satisfactory,1.0,Unsatisfactory,1.0,Very poor,0.0,No opinion,4.0,,,,,,,,,MATH 235,Fall 2018
Explanations,178,At what levels were the instructor's explanations aimed?:,4.826923076923077,0.382004714381845,Too high,0.0,Somewhat too high,9.0,Just Right,43.0,Somewhat too low,0.0,Too low,0.0,No opinion,4.0,,,,,,,,,MATH 235,Fall 2018
Questions,179,Evaluate the instructor's treatment of students' questions:,4.4423076923076925,0.6690192276747298,Excellent,28.0,Good,19.0,Satisfactory,5.0,Unsatisfactory,0.0,Very poor,0.0,No opinion,4.0,,,,,,,,,MATH 235,Fall 2018
Visual Presentation,180,"Evaluate the effectiveness of the instructor's visual presentation (blackboard, overheads, etc.):",4.5576923076923075,0.6390391542964969,Excellent,33.0,Good,15.0,Satisfactory,4.0,Unsatisfactory,0.0,Very poor,0.0,No opinion,4.0,,,,,,,,,MATH 235,Fall 2018
Oral Presentation,181,Evaluate the effectiveness of the instructor's oral presentation:,4.634615384615385,0.6576501887318703,Excellent,37.0,Good,12.0,Satisfactory,2.0,Unsatisfactory,1.0,Very poor,0.0,No opinion,4.0,,,,,,,,,MATH 235,Fall 2018
Availability,182,Was the instructor available for help outside of class?:,4.475,0.7506407519323332,Available,24.0,Usually available,12.0,Sometimes available,3.0,Rarely available,1.0,Unavailable,0.0,Did not seek help,17.0,,,,,,,,,MATH 235,Fall 2018
Ability to hold Interest,184,Did you find the course interesting?,3.537037037037037,0.9850383186294908,Very interesting,16.0,Interesting,35.0,Not interesting,3.0,No opinion,3.0,,,,,,,,,,,,,MATH 235,Fall 2018
Effectiveness,185,Evaluate the overall effectiveness of the instructor as a teacher:,4.615384615384615,0.5991446895152781,Excellent,35.0,Good,14.0,Satisfactory,3.0,Unsatisfactory,0.0,Very poor,0.0,No opinion,3.0,,,,,,,,,MATH 235,Fall 2018
Attendance,187,What proportion of lectures did you attend in this course?,83.39285714285714,15.871848802694172,90-100%,43.0,75-90%,8.0,50-75%,4.0,25-50%,0.0,<25%,1.0,,,,,,,,,,,MATH 235,Fall 2018
Assigned Work,188,"Was the assigned work (assignments, projects, etc.) helpful in learning the course content?",3.962962962962963,1.0086973284832117,Very helpful,26.0,Helpful,28.0,Not helpful,0.0,No work assigned,3.0,,,,,,,,,,,,,MATH 235,Fall 2018
Printed Notes,189,Were the printed notes (if any) helpful in learning the course content?,4.161290322580645,1.0032206202542022,Very helpful,18.0,Helpful,13.0,Not helpful,0.0,No printed notes,26.0,,,,,,,,,,,,,MATH 235,Fall 2018
Textbook,190,Was the required textbook (if any) helpful in learning the course content?,4.169811320754717,0.9949072058895312,Very helpful,31.0,Helpful,22.0,Not helpful,0.0,No text required,4.0,,,,,,,,,,,,,MATH 235,Fall 2018
New Material,191,Did the course introduce an appropriate amount of new material?,4.56140350877193,0.7075496918351676,Too much,2.0,Somewhat too much,17.0,Right amount,37.0,Somewhat too little,1.0,Too little,0.0,No opinion,0.0,,,,,,,,,MATH 235,Fall 2018
Assigned Work Amount,192,Was the amount of assigned work required for the course appropriate?,4.696428571428571,0.6854233690247182,Too much,2.0,Somewhat too much,9.0,Right amount,44.0,Somewhat too little,1.0,Too little,0.0,No opinion,1.0,,,,,,,,,MATH 235,Fall 2018
Hours Per Week,193,"On average, how many hours per week did you spend on this course outside of lectures?",5.776785714285714,3.0953332069968926,0-2 hours,5.0,3-6 hours,34.0,7-10 hours,13.0,11-15 houts,3.0,> 15 hours,1.0,,,,,,,,,,,MATH 235,Fall 2018
Metrics,,,,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2018
Metric Title,Metric Description,Metric Value,Metric Calculation,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2018
Tompa Score,Computed Tompa Score (also acts as evaluate prof score),4.440986467236467,(@avg(177)*0.8+@avg(188)*0.2)*0.25 + ((@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0)*0.25 + (@avg(184)*0.2+@avg(185)*0.8)*0.5,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2018
Effectiveness,Computed effectiveness score,4.3997150997151,@avg(184)*0.2+@avg(185)*0.8,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2018
Delivery,Computed delivery score,4.587307692307692,(@avg(178)+@avg(179)+@avg(180)+@avg(181)+@avg(182))/5.0,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2018
Prep,Computed prep score,4.377207977207977,@avg(177)*0.8+@avg(188)*0.2,,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2018
Attendance Percentage,Average response for attendance,83.39285714285714,@avg(187),,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2018
Hours/Week,Average time spent per week on work,5.776785714285714,@avg(193),,,,,,,,,,,,,,,,,,,,,,MATH 235,Fall 2018
Organization,177,Evaluate the organization and coherence of the lectures:,4.055555555555555,0.8926507698004843,Excellent,12.0,Good,17.0,Satisfactory,4.0,Unsatisfactory,3.0,Very poor,0.0,No opinion,0.0,,,,,,,,,MATH 237,Winter 2017
